date,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
197701,   -4.29,   -3.29,   -4.25,   -1.59,    0.75,   -3.45,   -6.26,   -2.96,   -3.76,   -3.91,   -4.68,   -2.74,   -0.20,   -0.38,    2.09
197702,   -1.25,   -2.13,   -1.59,   -2.12,   -2.66,   -1.22,   -1.35,   -2.15,   -2.09,   -1.46,   -1.75,   -2.10,   -2.15,   -3.93,   -1.47
197703,   -1.56,   -0.38,    0.12,   -0.49,    0.08,   -1.49,   -1.73,   -0.42,   -0.33,    0.31,   -0.11,   -0.66,   -0.24,    0.41,   -0.17
197704,    0.18,    0.66,    1.36,    1.44,    0.74,    0.21,    0.13,    1.53,   -0.34,    1.03,    1.82,    1.15,    1.90,    1.24,    0.29
197705,   -0.84,   -1.07,   -2.42,   -1.07,   -0.55,   -0.42,   -1.74,   -0.78,   -1.43,   -3.13,   -1.37,   -1.27,   -0.87,   -0.40,   -0.70
197706,    4.16,    5.57,    6.06,    7.99,    7.96,    4.02,    4.46,    5.67,    5.43,    5.48,    7.28,    7.65,    8.39,    8.48,    7.39
197707,   -0.83,   -2.20,   -0.84,   -2.25,   -1.30,   -0.69,   -1.24,   -1.98,   -2.53,   -0.48,   -1.33,   -3.13,   -1.10,   -1.23,   -1.38
197708,   -1.99,   -0.49,   -0.21,   -0.79,   -0.89,   -1.85,   -2.29,   -0.30,   -0.72,   -0.51,    0.18,   -1.01,   -0.50,   -0.18,   -1.74
197709,    0.32,   -0.28,    0.02,    0.22,    0.21,    0.56,   -0.19,   -0.37,   -0.16,    0.39,   -0.38,    0.70,   -0.40,    0.09,    0.35
197710,   -3.65,   -4.22,   -4.10,   -4.25,   -4.12,   -3.43,   -4.16,   -4.54,   -3.65,   -3.55,   -4.77,   -3.81,   -4.81,   -3.87,   -4.46
197711,    3.11,    5.43,    6.10,    7.91,    8.66,    2.54,    4.11,    5.18,    5.70,    6.08,    6.12,    7.03,    9.06,   10.16,    6.82
197712,    0.49,    0.69,    1.98,    0.97,    1.02,    0.81,   -0.35,    1.38,   -0.26,    1.81,    2.20,   -0.28,    2.61,    1.60,    0.32
197801,   -5.47,   -6.93,   -4.93,   -4.55,   -2.07,   -5.30,   -5.88,   -6.98,   -6.87,   -4.99,   -4.83,   -4.41,   -4.70,   -3.04,   -0.96
197802,   -1.01,   -2.12,    0.13,    0.34,    1.16,   -0.58,   -1.91,   -2.64,   -1.19,    0.10,    0.18,    0.32,    0.36,    0.81,    1.53
197803,    1.99,    4.54,    5.43,    5.87,    7.05,    1.43,    2.89,    4.09,    5.07,    5.11,    5.83,    5.77,    5.97,    7.53,    6.55
197804,    7.82,    9.21,    9.75,    8.92,    7.74,    6.99,    9.28,    9.07,    9.39,    9.92,    9.53,    9.33,    8.39,    8.42,    6.98
197805,    0.52,    2.72,    3.81,    7.36,    7.95,   -0.07,    2.08,    2.16,    3.41,    3.54,    4.32,    6.96,    7.89,    7.33,    8.65
197806,   -1.42,   -0.52,   -2.15,    0.32,   -0.44,   -1.26,   -1.85,   -1.03,    0.18,   -2.24,   -2.01,    1.40,   -1.12,   -1.04,    0.30
197807,    4.59,    5.92,    7.99,    8.52,    5.62,    4.21,    5.34,    5.89,    5.96,    8.57,    7.04,    9.74,    7.29,    7.31,    3.90
197808,    2.98,    3.86,    6.46,    7.69,    8.07,    3.20,    2.54,    4.40,    2.98,    5.27,    8.00,    7.85,    7.54,    6.46,    9.64
197809,    0.01,   -1.70,   -1.15,   -1.03,   -2.55,    0.14,   -0.27,   -1.72,   -1.69,   -0.28,   -2.19,   -1.00,   -1.07,   -2.68,   -2.42
197810,   -7.23,  -11.02,  -14.81,  -18.93,  -26.03,   -6.39,   -8.89,  -10.90,  -11.14,  -13.43,  -16.39,  -16.46,  -21.92,  -24.33,  -27.46
197811,    2.34,    3.04,    4.70,    6.89,    8.68,    2.80,    1.35,    2.83,    3.43,    3.92,    5.91,    5.89,    8.01,    8.13,    9.11
197812,    1.73,    1.10,    2.54,    2.30,    0.84,    1.92,    1.45,    0.85,    1.51,    2.05,    3.09,    2.50,    1.99,    1.77,    0.00
197901,    3.83,    5.01,    6.50,    8.05,    9.67,    3.77,    3.96,    4.79,    5.39,    6.51,    6.48,    6.82,    9.61,   10.02,    9.38
197902,   -2.50,   -3.53,   -3.21,   -3.47,   -2.24,   -2.48,   -2.56,   -3.26,   -3.93,   -3.45,   -2.88,   -4.18,   -2.67,   -1.98,   -2.46
197903,    4.41,    7.32,    9.79,   11.41,   11.38,    3.97,    5.47,    6.80,    8.30,    9.12,   10.88,   11.46,   11.35,   12.33,   10.57
197904,    0.34,    0.64,    1.13,    1.48,    2.77,    0.08,    1.01,    0.86,    0.38,    1.33,    0.84,    1.99,    0.98,    2.03,    3.45
197905,   -1.22,   -1.50,   -2.01,   -0.92,   -2.01,   -1.27,   -1.10,   -1.59,   -1.42,   -2.50,   -1.25,   -0.58,   -1.29,   -1.36,   -2.65
197906,    3.15,    5.96,    7.12,    7.20,    6.01,    2.56,    4.80,    5.51,    6.45,    6.10,    8.74,    6.68,    7.81,    6.49,    5.55
197907,    0.85,    2.95,    2.54,    3.71,    0.03,    0.43,    1.80,    3.99,    1.88,    2.65,    2.39,    2.60,    4.92,    1.02,   -0.92
197908,    5.25,    7.35,    8.39,    8.33,    6.09,    4.62,    6.47,    6.34,    8.60,    8.50,    8.20,    8.24,    8.43,    7.60,    4.83
197909,   -0.59,    0.78,    1.70,   -0.47,   -0.29,   -1.71,    1.24,   -0.14,    1.92,    1.96,    1.35,   -0.76,   -0.16,    0.09,   -0.71
197910,   -6.22,   -7.41,   -7.83,   -8.80,  -11.06,   -5.73,   -7.27,   -7.54,   -7.23,   -8.79,   -6.79,  -10.01,   -7.62,   -9.96,  -12.19
197911,    4.36,    6.74,    8.98,   10.44,    8.23,    3.97,    5.26,    7.03,    6.26,    8.74,    9.23,   11.31,    9.49,    9.44,    7.02
197912,    0.32,    2.83,    5.88,    7.53,    7.59,   -0.45,    1.90,    1.85,    3.94,    6.05,    5.69,    6.28,    8.89,    7.47,    7.69
198001,    4.03,    6.70,   10.24,    9.55,    9.59,    3.64,    4.92,    6.71,    6.68,    9.61,   11.04,    9.31,    9.77,    8.70,   10.39
198002,   -1.37,   -1.62,    3.61,   -0.69,    0.38,   -0.39,   -2.47,   -0.13,   -3.47,    4.62,    2.42,   -0.87,   -0.50,   -0.22,    1.00
198003,   -6.76,   -9.71,  -14.03,  -18.26,  -23.24,   -5.84,   -7.96,   -8.01,  -11.89,  -13.62,  -14.57,  -17.98,  -18.62,  -21.47,  -25.51
198004,    5.00,    5.57,    4.59,    4.73,    6.89,    5.62,    4.10,    5.08,    6.23,    5.16,    3.53,    4.11,    5.49,    7.14,    6.56
198005,    5.37,    4.99,    7.51,    7.34,    7.13,    5.08,    5.90,    5.06,    4.93,    6.17,    8.95,    6.58,    8.38,    6.75,    7.61
198006,    3.24,    4.23,    1.97,    5.33,    5.35,    2.72,    4.42,    4.87,    3.51,    2.06,    1.85,    4.75,    5.91,    5.99,    4.64
198007,    5.45,    7.28,    8.53,   11.64,    7.96,    4.91,    6.54,    8.43,    6.36,    6.66,   11.00,   11.46,   11.81,    9.75,    5.77
198008,    1.37,    0.94,    4.01,    5.06,    6.82,    1.55,    1.03,   -0.06,    1.83,    4.22,    3.71,    4.78,    5.29,    6.88,    6.76
198009,    1.03,    4.20,    6.21,    2.85,    4.51,    0.19,    2.65,    2.79,    6.31,    7.52,    3.80,    2.92,    2.77,    4.87,    4.10
198010,    0.35,    2.12,    4.20,    3.17,    3.87,    0.64,   -0.12,    2.79,    0.99,    3.77,    4.68,    4.61,    1.59,    3.14,    4.71
198011,    7.49,   10.31,   15.08,   12.89,   13.16,    4.51,   11.54,   10.09,   10.50,   13.32,   17.44,   13.00,   12.79,   16.06,    9.88
198012,    0.83,   -2.82,   -6.10,   -7.43,   -6.53,    0.47,    1.51,   -2.89,   -2.74,   -6.25,   -5.92,   -6.21,   -8.81,   -4.82,   -8.06
198101,   -0.63,   -5.10,   -6.49,   -7.05,   -4.70,    0.15,   -2.32,   -5.63,   -4.55,   -7.31,   -5.03,   -6.85,   -7.29,   -3.80,   -5.59
198102,    2.21,    2.22,    0.95,    0.52,    0.50,    2.55,    1.69,    2.69,    1.88,    0.48,    1.48,    0.44,    0.60,    0.36,    0.63
198103,    2.74,    5.77,    6.71,    6.16,    6.09,    2.40,    3.46,    5.50,    6.01,    6.88,    6.48,    5.39,    7.21,    7.36,    5.03
198104,   -0.50,   -0.68,   -2.58,   -1.72,   -0.69,   -0.87,    0.30,   -0.25,   -1.10,   -1.80,   -3.36,   -1.34,   -2.00,    0.85,   -1.89
198105,    0.67,    1.18,    0.10,    4.45,    2.12,    1.00,    0.19,    1.13,    1.23,   -0.08,    0.34,    4.17,    4.71,    3.18,    1.10
198106,    0.58,   -1.61,    0.22,   -3.17,   -5.83,    0.44,    0.82,   -0.94,   -2.28,    1.31,   -1.14,   -2.34,   -3.95,   -6.13,   -5.59
198107,   -1.57,    0.17,   -0.21,    2.11,    1.08,   -1.16,   -2.31,   -0.53,    1.10,   -0.97,    0.69,    1.12,    2.93,    1.43,    0.73
198108,   -3.80,   -6.62,   -5.83,   -8.37,   -8.51,   -3.53,   -4.31,   -5.85,   -7.55,   -6.42,   -4.94,   -8.59,   -8.10,   -8.78,   -8.23
198109,   -2.97,   -4.96,   -6.72,   -8.94,  -13.94,   -1.76,   -4.82,   -4.70,   -5.21,   -5.94,   -7.96,   -7.15,  -10.58,  -13.24,  -14.43
198110,    3.78,    5.85,    7.02,   11.15,   10.40,    1.97,    7.22,    7.08,    4.48,    7.78,    6.27,   10.99,   11.36,   11.12,    9.71
198111,    4.86,    4.42,    4.53,    4.56,    2.68,    5.45,    3.45,    4.53,    4.28,    5.64,    2.86,    2.75,    7.07,    2.72,    2.64
198112,   -1.73,   -3.09,   -2.92,   -2.99,   -5.59,   -1.54,   -2.14,   -3.41,   -2.68,   -2.66,   -3.25,   -2.53,   -3.69,   -4.16,   -7.17
198201,   -0.16,   -3.05,   -3.83,   -4.82,   -6.98,    0.76,   -1.96,   -3.42,   -2.65,   -3.46,   -4.25,   -4.47,   -5.31,   -6.15,   -7.89
198202,   -3.14,   -4.37,   -6.91,   -8.50,   -7.72,   -2.29,   -4.26,   -4.38,   -4.35,   -5.77,   -8.40,   -6.98,   -9.96,   -7.17,   -8.22
198203,   -0.06,   -0.49,   -1.66,   -2.67,   -3.19,    0.54,   -1.09,    0.08,   -1.27,   -1.28,   -2.02,   -2.24,   -3.14,   -2.50,   -3.77
198204,    3.05,    4.88,    5.80,    6.27,    5.39,    2.68,    3.97,    4.51,    5.48,    5.51,    6.10,    6.46,    6.02,    6.80,    3.37
198205,   -1.75,   -2.91,   -4.45,   -3.49,   -4.82,   -1.68,   -1.89,   -2.94,   -2.87,   -5.53,   -3.47,   -3.64,   -3.28,   -4.23,   -5.68
198206,   -0.89,   -2.82,   -2.55,   -2.59,   -5.19,   -0.77,   -1.19,   -3.20,   -2.44,   -2.26,   -2.87,   -2.53,   -2.66,   -2.96,   -7.95
198207,   -0.53,   -3.14,   -3.50,   -3.50,   -5.13,    0.22,   -2.03,   -2.46,   -3.80,   -2.48,   -4.70,   -3.41,   -3.60,   -6.05,   -4.11
198208,   11.63,   12.32,   12.30,   13.39,    9.77,   11.20,   12.47,   12.66,   11.99,   12.04,   12.59,   13.31,   13.52,   11.82,    7.18
198209,    1.51,    2.80,    1.79,    1.54,    1.30,    1.51,    1.52,    2.68,    2.96,    1.69,    1.91,    1.52,    1.57,    2.37,   -0.35
198210,    9.10,   12.03,   13.68,   17.36,   15.35,    8.92,    9.43,   12.64,   11.54,   13.50,   13.92,   17.73,   16.87,   18.79,   12.08
198211,    4.70,    4.19,    6.83,    7.27,    6.22,    4.17,    5.88,    2.83,    6.28,    6.85,    6.81,    9.13,    5.54,    7.84,    4.44
198212,    1.64,    0.86,    0.37,    1.66,    1.34,    2.92,    0.05,    0.69,    1.14,    0.20,    0.55,    1.42,    1.93,    0.65,    1.95
198301,    3.86,    3.09,    3.42,    6.78,    8.26,    5.28,    1.96,    2.53,    3.54,    3.20,    3.66,    5.68,    8.33,    8.25,    8.27
198302,    2.72,    4.12,    3.90,    3.26,    1.72,    1.89,    4.31,    4.57,    3.49,    5.32,    2.67,    3.64,    2.78,    4.46,   -0.72
198303,    2.16,    5.05,    4.63,    3.70,    1.94,    2.13,    2.20,    5.48,    4.47,    3.91,    5.29,    4.25,    2.96,    2.14,    1.73
198304,    7.62,    6.38,    7.21,    7.12,    9.15,    7.84,    7.32,    5.89,    6.98,    6.77,    7.58,    7.97,    5.75,    9.13,    9.17
198305,   -1.76,    1.70,    1.13,    5.27,    8.44,   -1.94,   -1.50,    2.39,    1.13,    0.07,    2.87,    3.92,    6.83,    6.86,   10.33
198306,    2.63,    3.26,    4.45,    6.11,    5.71,    1.70,    3.96,    1.43,    4.75,    4.18,    4.78,    6.74,    5.20,    7.39,    3.89
198307,   -1.47,   -3.26,   -4.02,   -5.17,   -6.91,   -0.43,   -2.88,   -2.95,   -3.58,   -2.66,   -5.50,   -4.84,   -5.54,   -7.02,   -6.80
198308,    1.49,    0.37,    0.75,   -1.99,   -2.64,    2.43,    0.17,    0.65,    0.00,   -0.33,    2.25,   -2.23,   -1.76,   -1.25,   -4.03
198309,    3.18,    1.44,    0.32,    1.30,   -0.82,    3.45,    2.80,    1.05,    2.11,    1.76,   -1.09,    1.15,    1.47,    0.87,   -2.30
198310,    0.43,   -2.26,   -4.11,   -5.35,  -10.45,    0.74,   -0.03,   -0.31,   -4.13,   -4.40,   -3.63,   -5.28,   -5.44,   -9.69,  -11.20
198311,    0.86,    3.10,    4.34,    5.18,    5.31,   -0.56,    2.97,    3.25,    2.86,    2.27,    6.71,    5.26,    5.11,    6.48,    4.31
198312,   -0.93,   -0.24,   -1.10,   -0.91,   -3.29,   -0.40,   -1.83,   -1.62,    1.23,   -0.25,   -2.20,   -1.71,   -0.13,   -2.64,   -3.89
198401,   -0.55,   -0.94,   -0.82,   -3.41,   -1.81,   -0.37,   -0.94,   -1.34,   -0.50,    0.85,   -3.16,   -2.96,   -3.83,   -3.79,    0.00
198402,   -3.84,   -3.38,   -3.67,   -5.63,   -5.41,   -3.34,   -5.35,   -2.72,   -4.41,   -2.94,   -4.68,   -6.66,   -4.52,   -5.83,   -5.06
198403,    1.38,    1.94,    1.61,    1.91,   -0.44,    0.97,    2.31,    0.79,    3.59,    0.81,    2.50,    1.67,    2.15,    0.74,   -1.38
198404,    1.09,    0.55,   -0.20,   -0.57,   -1.03,    1.54,    0.40,    0.59,    0.50,   -0.96,    0.56,    0.02,   -1.14,   -1.41,   -0.71
198405,   -3.58,   -6.02,   -6.27,   -5.96,   -7.04,   -3.53,   -3.66,   -7.07,   -5.02,   -5.47,   -7.28,   -5.51,   -6.41,   -7.60,   -6.60
198406,    2.29,    2.41,    2.50,    4.87,    1.81,    1.93,    2.98,    2.27,    2.57,    2.44,    2.57,    5.06,    4.63,    1.75,    1.87
198407,   -0.05,   -1.84,   -3.50,   -3.68,   -5.79,    0.40,   -0.96,   -1.67,   -2.05,   -2.13,   -4.92,   -3.72,   -3.63,   -4.35,   -7.26
198408,    8.98,   11.43,   12.96,   14.67,   12.69,    8.29,   10.41,   11.67,   11.17,   12.57,   13.57,   15.55,   13.78,   14.62,   10.50
198409,    1.44,   -0.81,    0.24,   -1.72,   -1.92,    1.77,    0.74,   -0.93,   -0.67,    0.09,    0.45,   -0.55,   -3.18,   -1.25,   -2.60
198410,    1.32,    0.16,    0.22,   -1.79,   -2.99,    1.43,    1.11,    0.03,    0.27,    0.48,   -0.08,   -1.28,   -2.35,   -1.80,   -4.42
198411,   -0.31,   -0.52,   -1.08,   -2.08,   -4.68,   -0.28,   -0.37,   -0.97,   -0.10,   -0.69,   -1.42,   -2.38,   -1.77,   -4.27,   -5.10
198412,    2.28,    3.19,    2.78,    2.18,    1.64,    2.14,    2.51,    3.54,    2.83,    2.59,    3.11,    2.59,    1.73,    3.61,   -0.34
198501,    6.78,    7.60,   10.90,   10.58,   13.57,    6.02,    8.50,    7.24,    8.02,    9.94,   11.98,    9.29,   12.31,   13.15,   14.11
198502,    1.57,    2.33,    1.76,    1.60,    1.69,    1.61,    1.49,    2.98,    1.43,    1.71,    1.82,    0.77,    2.54,    0.78,    2.66
198503,    0.67,    0.45,   -0.66,   -2.10,   -3.19,    0.39,    1.19,    1.38,   -0.83,   -1.13,   -0.22,   -2.19,   -2.02,   -0.43,   -6.55
198504,    0.67,    0.69,   -1.04,   -1.77,   -3.93,    0.78,    0.53,    1.28,   -0.10,   -1.53,   -0.40,   -2.72,   -0.80,   -3.58,   -4.38
198505,    5.78,    7.29,    6.20,    4.99,    2.33,    5.32,    6.48,    6.54,    8.15,    6.23,    6.16,    5.64,    4.18,    3.44,    0.94
198506,    1.92,    2.18,    2.13,    1.56,    0.54,    2.10,    1.62,    2.85,    1.10,    2.38,    1.87,    2.44,    0.68,    0.93,    0.07
198507,   -0.52,   -0.97,    0.52,    1.10,    1.36,   -0.30,   -0.77,   -1.67,   -0.06,    0.20,    0.88,    0.83,    1.40,    1.59,    1.06
198508,   -0.01,   -0.50,   -0.38,   -0.68,   -2.43,   -0.30,    0.34,   -0.88,   -0.15,   -1.12,    0.48,   -0.52,   -0.84,   -2.56,   -2.30
198509,   -3.03,   -4.02,   -4.23,   -3.87,   -8.00,   -3.32,   -2.56,   -3.60,   -4.64,   -3.67,   -4.94,   -3.96,   -3.78,   -7.44,   -8.62
198510,    4.71,    4.89,    4.91,    4.91,    3.06,    4.50,    5.14,    5.01,    4.75,    4.60,    5.26,    5.22,    4.52,    3.81,    2.07
198511,    6.61,    8.77,    7.00,    7.32,    5.18,    7.51,    4.97,    9.22,    8.19,    6.76,    7.27,    7.32,    7.33,    5.88,    4.24
198512,    5.39,    4.33,    4.05,    3.69,    3.19,    6.36,    3.77,    3.21,    5.43,    4.07,    4.03,    2.45,    4.99,    2.66,    3.93
198601,    0.78,    1.65,    2.06,    0.31,    1.32,    1.47,   -0.13,    1.75,    1.50,    1.45,    2.71,    0.46,    0.16,    0.90,    1.87
198602,    7.87,    8.41,    7.29,    7.11,    5.82,    7.26,    8.83,    7.73,    9.26,    7.67,    6.83,    5.48,    8.84,    6.43,    5.01
198603,    5.34,    6.21,    5.78,    4.97,    3.91,    4.69,    6.27,    6.15,    6.30,    5.35,    6.21,    5.74,    4.11,    4.12,    3.65
198604,   -1.08,   -1.22,    0.33,   -1.63,    0.84,   -0.70,   -1.50,   -0.19,   -2.39,   -0.23,    0.80,   -1.48,   -1.79,    1.31,    0.04
198605,    4.42,    6.06,    5.99,    5.26,    3.56,    3.32,    5.83,    5.87,    6.34,    5.65,    6.30,    5.22,    5.32,    3.17,    4.06
198606,    2.37,    1.70,    1.10,    0.96,   -0.73,    3.01,    1.48,    1.60,    1.84,    0.83,    1.44,   -0.19,    2.28,   -0.67,   -0.81
198607,   -3.14,   -6.56,   -6.80,   -9.20,  -10.76,   -2.47,   -4.07,   -6.96,   -6.10,   -7.55,   -5.89,   -8.65,   -9.88,   -9.63,  -12.00
198608,    7.28,    6.86,    6.16,    5.93,    3.49,    7.82,    6.25,    6.97,    6.71,    6.03,    6.35,    5.48,    6.57,    5.00,    1.27
198609,   -8.58,   -8.89,   -7.57,   -7.15,   -5.96,   -8.18,   -9.35,   -9.14,   -8.63,   -8.57,   -6.05,   -6.96,   -7.37,   -5.08,   -7.01
198610,    4.43,    6.35,    6.00,    5.38,    3.60,    3.21,    6.40,    7.12,    5.60,    5.59,    6.51,    6.96,    3.75,    5.97,    0.43
198611,    2.69,    1.52,    0.63,    0.50,   -1.67,    2.92,    2.42,    0.86,    2.15,    0.77,    0.48,    1.13,   -0.32,    0.13,   -3.87
198612,   -2.47,   -2.38,   -2.63,   -3.51,   -4.74,   -1.58,   -3.35,   -2.06,   -2.76,   -2.06,   -3.25,   -3.35,   -3.66,   -4.52,   -5.03
198701,   13.03,   11.98,   13.04,   15.21,   12.01,   12.55,   13.76,   11.43,   12.91,   13.59,   12.43,   15.85,   14.45,   13.03,   10.35
198702,    2.82,    4.74,    6.90,    8.53,    7.22,    2.33,    3.72,    3.72,    6.57,    7.14,    6.64,    7.70,    9.29,    8.02,    6.32
198703,    1.77,    2.43,    2.87,    1.50,    2.38,    0.36,    3.08,    0.87,    4.48,    3.75,    2.10,    1.43,    1.61,    2.91,    1.64
198704,   -1.70,   -1.23,   -2.63,   -1.78,   -1.48,   -3.11,   -0.37,   -0.52,   -2.27,   -3.08,   -2.13,   -1.30,   -2.44,   -0.68,   -2.33
198705,    0.46,    0.07,    1.34,    0.32,    0.55,    0.10,    0.85,   -0.26,    0.41,    2.52,   -0.20,   -0.71,    1.36,    1.60,   -0.53
198706,    5.24,    6.57,    3.87,    2.57,   -0.40,    5.35,    5.12,    6.76,    6.28,    4.62,    2.67,    2.59,    2.54,    0.52,   -1.57
198707,    3.00,    5.22,    5.57,    5.68,    4.23,    1.29,    4.79,    5.77,    4.57,    5.24,    6.00,    5.90,    5.40,    3.78,    4.88
198708,    4.98,    3.99,    3.34,    2.68,    2.20,    4.73,    5.28,    3.97,    4.02,    3.34,    3.35,    3.19,    2.19,    3.44,    0.77
198709,   -2.46,   -3.03,   -1.24,   -1.02,   -1.17,   -2.60,   -2.27,   -3.51,   -2.44,   -1.55,   -0.84,   -0.29,   -1.72,   -0.76,   -1.74
198710,  -17.88,  -22.34,  -25.78,  -30.07,  -30.83,  -14.34,  -20.89,  -20.34,  -24.54,  -24.85,  -26.95,  -29.83,  -30.29,  -31.47,  -30.10
198711,   -7.27,   -7.90,   -7.67,   -6.37,   -7.34,   -6.47,   -8.29,   -7.54,   -8.33,   -7.68,   -7.66,   -6.56,   -6.17,   -8.41,   -6.13
198712,    4.58,    9.00,   10.21,   10.96,    5.51,    3.25,    6.39,    8.15,    9.95,    9.85,   10.65,   10.41,   11.76,    6.98,    3.89
198801,    5.17,    4.97,    4.36,    2.40,    1.60,    6.10,    3.51,    4.81,    5.22,    5.40,    2.91,    1.38,    3.75,    0.47,    2.92
198802,    2.76,    5.78,    7.73,   10.19,    8.21,    1.99,    4.03,    6.14,    5.38,    7.14,    8.37,   10.10,   10.29,    8.53,    7.82
198803,   -3.55,   -2.62,   -0.60,    2.52,    3.95,   -4.50,   -1.93,   -3.42,   -1.36,   -1.40,    0.49,    1.91,    3.22,    4.29,    3.59
198804,    1.03,    0.91,    1.00,    1.82,    0.51,    1.78,    0.22,    0.18,    1.76,    0.82,    1.19,    2.04,    1.60,    0.18,    0.88
198805,    1.50,    0.00,   -0.81,   -1.22,   -3.08,    1.51,    1.49,    1.10,   -1.36,   -0.61,   -1.05,   -1.16,   -1.30,   -2.93,   -3.29
198806,    4.17,    5.85,    6.72,    6.58,    5.98,    3.70,    4.78,    5.38,    6.45,    6.76,    6.69,    5.51,    8.14,    6.47,    5.25
198807,    0.08,   -0.94,   -1.71,   -2.51,   -1.16,   -0.27,    0.53,   -1.38,   -0.40,   -2.41,   -0.79,   -2.67,   -2.23,   -1.68,   -0.29
198808,   -2.48,   -2.39,   -3.69,   -3.28,   -2.51,   -2.74,   -2.02,   -2.38,   -2.42,   -3.37,   -4.08,   -2.51,   -4.50,   -2.17,   -3.19
198809,    4.15,    4.45,    3.80,    3.34,    1.88,    4.17,    4.11,    4.47,    4.44,    3.90,    3.68,    4.08,    2.64,    2.76,    0.23
198810,    3.55,    1.12,   -0.25,    0.83,   -1.65,    2.93,    4.56,    1.14,    1.11,   -0.43,    0.01,    1.95,   -0.37,   -0.94,   -2.93
198811,   -1.02,   -1.67,   -2.41,   -2.58,   -2.81,   -1.19,   -0.75,   -1.05,   -2.50,   -2.90,   -1.90,   -1.89,   -3.34,   -4.53,   -0.72
198812,    1.44,    1.84,    3.14,    3.26,    3.59,    1.77,    1.08,    1.08,    2.85,    2.56,    3.92,    3.09,    3.41,    5.17,    1.45
198901,    6.43,    7.15,    7.18,    6.17,    5.24,    5.90,    7.04,    6.96,    7.39,    6.83,    7.66,    5.96,    6.39,    4.93,    5.65
198902,   -2.74,   -1.69,   -0.84,    1.24,    0.30,   -2.82,   -2.59,   -1.62,   -1.80,   -1.06,   -0.58,    1.01,    1.52,    0.36,    0.20
198903,    2.31,    3.12,    1.90,    1.43,    0.86,    1.62,    3.39,    4.35,    1.62,    1.53,    2.37,    0.81,    2.12,    0.62,    1.17
198904,    4.70,    6.49,    4.63,    5.00,    3.32,    4.27,    5.38,    6.56,    6.39,    4.86,    4.37,    4.80,    5.26,    5.21,    0.82
198905,    3.93,    4.87,    3.42,    5.01,    3.48,    4.08,    3.80,    4.51,    5.40,    2.86,    4.25,    5.38,    4.44,    4.52,    1.62
198906,    0.11,   -0.59,   -1.30,   -1.70,   -1.85,    0.73,   -0.36,   -0.93,   -0.14,   -0.42,   -2.55,   -1.66,   -1.77,   -1.75,   -2.06
198907,    8.44,    9.56,    7.65,    5.89,    2.56,    6.16,   10.87,    9.81,    9.22,    8.27,    6.97,    6.90,    5.06,    4.29,   -0.31
198908,    1.20,    2.58,    3.33,    3.21,    1.66,    0.51,    1.87,    2.44,    2.76,    3.60,    2.97,    3.01,    3.39,    2.72,    0.27
198909,    0.29,   -0.13,   -0.82,   -0.70,    0.42,   -0.75,    1.24,   -0.01,   -0.26,   -1.68,    0.55,   -0.49,   -0.91,    0.35,    0.53
198910,   -0.97,   -2.27,   -4.93,   -5.98,   -7.71,   -0.62,   -1.18,   -2.12,   -2.51,   -5.16,   -4.60,   -5.04,   -7.08,   -6.59,   -9.58
198911,    2.95,    1.39,    1.59,    0.70,   -0.96,    3.46,    2.47,    1.76,    0.75,    1.45,    1.73,    1.05,    0.14,   -0.76,   -1.31
198912,    3.45,    1.44,    0.06,    1.04,   -1.08,    4.63,    2.62,    1.71,    0.81,    0.36,   -0.27,    1.01,    1.08,   -0.98,   -1.22
199001,   -6.18,   -7.70,   -7.77,   -7.60,  -11.41,   -4.74,   -7.47,   -7.87,   -7.44,   -7.77,   -7.78,   -9.02,   -5.61,  -11.82,  -10.51
199002,    0.86,    1.49,    2.58,    3.51,    2.64,    0.51,    1.11,    1.84,    1.10,    2.80,    2.31,    3.19,    3.96,    2.69,    2.50
199003,    2.33,    2.63,    1.92,    3.25,    2.74,    2.14,    2.50,    3.25,    1.75,    2.83,    1.16,    2.91,    3.54,    3.28,    1.54
199004,   -1.66,   -2.88,   -3.55,   -4.66,   -3.61,   -1.30,   -1.98,   -3.23,   -2.26,   -3.41,   -3.68,   -5.17,   -4.15,   -3.09,   -4.60
199005,    8.85,    8.50,   10.44,    9.93,    8.74,    7.88,    9.89,    8.13,    9.17,   11.16,    9.64,    9.67,   10.37,   10.04,    5.99
199006,   -0.05,   -0.83,   -0.83,   -1.50,   -0.34,   -0.23,    0.18,    0.24,   -2.17,   -1.41,   -0.18,   -1.78,   -1.19,   -0.78,    0.49
199007,    1.09,   -1.40,   -3.38,   -4.74,   -6.21,    1.73,   -0.03,   -1.81,   -0.88,   -2.67,   -4.17,   -4.36,   -5.21,   -6.47,   -5.70
199008,   -8.03,   -9.40,  -10.06,  -12.23,  -14.16,   -8.58,   -7.46,   -9.60,   -9.16,   -9.96,  -10.20,  -12.28,  -12.19,  -13.68,  -15.10
199009,   -3.32,   -5.39,   -6.49,   -9.02,  -11.00,   -2.89,   -3.90,   -4.66,   -6.24,   -5.07,   -8.27,   -7.97,  -10.63,   -9.76,  -13.95
